session,species,var,SVC_tl,SVC_abundance
173,striped parrotfish,4,11.5,1.75
173,bicolor damselfish,4,7,11.75
173,blue chromis,4,8.5,1.25
173,bar jack,4,22,0.75
173,masked goby,4,3.5,33.599999999999994
173,creole wrasse,4,14,36
173,graysby,5,20,1
173,french grunt,5,17,1
173,rock beauty,5,11,1
173,greenblotch parrotfish,5,5,1
173,foureye butterflyfish,5,8,1
173,sharpnose puffer,5,4,1
173,ocean surgeonfish,5,16,1
173,yellowhead wrasse,5,12,1
173,redband parrotfish,5,15,1
173,bluehead wrasse,5,12,1
173,striped parrotfish,5,13,1
173,bicolor damselfish,5,8,1
173,blue chromis,5,10,1
173,bar jack,5,24,1
173,masked goby,5,4,1.4000000000000001
173,creole wrasse,5,16,1.5
174,blue tang,1,13,1
174,cocoa damselfish,1,4,1
174,porkfish,1,8,1
174,redband parrotfish,1,4,1
174,white grunt,1,15,1
174,bluestriped grunt,1,20,1
174,striped parrotfish,1,3,1
174,sailor's choice,1,20,1
174,stoplight parrotfish,1,4,1
174,white grunt,2,20,7.75
174,bluestriped grunt,2,25,9.25
174,striped parrotfish,2,5,6.75
174,sailor's choice,2,25,6
174,stoplight parrotfish,2,4.5,1
174,doctorfish,3,15,1
174,bluehead wrasse,3,9,1
174,colon goby,3,3,1
174,schoolmaster snapper,3,30,1
174,redtail parrotfish,3,37,1
174,bar jack,3,38,1
174,foureye butterflyfish,3,6,1
174,blue angelfish,3,25,1
174,spotfin butterflyfish,3,11,1
174,porkfish,3,8,1
174,redband parrotfish,3,11,1
174,white grunt,3,25,17.5
174,bluestriped grunt,3,30,20.5
174,striped parrotfish,3,7,15.5
174,sailor's choice,3,30,14
174,stoplight parrotfish,3,5,4
174,white grunt,4,27.5,7.75
174,bluestriped grunt,4,32.5,9.25
174,striped parrotfish,4,14,6.75
174,sailor's choice,4,32.5,6
174,stoplight parrotfish,4,6,1
174,blue tang,5,15,1
174,cocoa damselfish,5,7,1
174,porkfish,5,10,1
174,redband parrotfish,5,11,1
174,white grunt,5,30,1
174,bluestriped grunt,5,35,1
174,striped parrotfish,5,21,1
174,sailor's choice,5,35,1
174,stoplight parrotfish,5,7,1
175,harlequin bass,1,10,1
175,graysby,1,15,1
175,smooth trunkfish,1,15,1
175,puddingwife,1,6,1
175,greenblotch parrotfish,1,6,1
175,doctorfish,1,17,1
175,ocean surgeonfish,1,10,1
175,clown wrasse,1,7,1
175,bicolor damselfish,1,2,1
175,bluehead wrasse,1,3,1
175,yellowhead wrasse,1,5,1
175,french grunt,1,8,1
175,striped parrotfish,1,3,1
175,redband parrotfish,1,3,1
175,masked goby,1,1,1
175,tomtate,1,5,2.2
175,bicolor damselfish,2,3.5,23.5
175,bluehead wrasse,2,3.5,6.5
175,yellowhead wrasse,2,6,1.5
175,french grunt,2,9,9.25
175,striped parrotfish,2,3.5,1.25
175,redband parrotfish,2,3.5,1
175,masked goby,2,2,0.75
175,tomtate,2,6,52.8
175,stoplight parrotfish,3,27,1
175,cero,3,38,1
175,sharpnose puffer,3,3,1
175,cocoa damselfish,3,6,1
175,yellowtail snapper,3,13,1
175,gray angelfish,3,38,1
175,bar jack,3,13,1
175,balloonfish,3,20,1
175,butter hamlet,3,7,1
175,white grunt,3,32,1
175,blue parrotfish,3,40,1
175,ocean surgeonfish,3,10,1
175,clown wrasse,3,7,2
175,bicolor damselfish,3,5,49
175,bluehead wrasse,3,4,15
175,yellowhead wrasse,3,7,5
175,french grunt,3,10,20.5
175,striped parrotfish,3,4,4.5
175,redband parrotfish,3,4,4
175,masked goby,3,3,3.5
175,tomtate,3,7,110
175,bicolor damselfish,4,6,23.5
175,bluehead wrasse,4,7.5,6.5
175,yellowhead wrasse,4,11.5,1.5
175,french grunt,4,11,9.25
175,striped parrotfish,4,6,1.25
175,redband parrotfish,4,13.5,1
175,masked goby,4,3.5,0.75
175,tomtate,4,9,52.8
175,harlequin bass,5,11,1
175,graysby,5,17,1
175,smooth trunkfish,5,25,1
175,puddingwife,5,8,1
175,greenblotch parrotfish,5,8,1
175,doctorfish,5,21,1
175,ocean surgeonfish,5,13,1
175,clown wrasse,5,11,1
175,bicolor damselfish,5,7,1
175,bluehead wrasse,5,11,1
175,yellowhead wrasse,5,16,1
175,french grunt,5,12,1
175,striped parrotfish,5,8,1
175,redband parrotfish,5,23,1
175,masked goby,5,4,1
175,tomtate,5,11,2.2
176,striped parrotfish,1,2,1
176,graysby,1,12,1
176,harlequin bass,1,10,1
176,ocean surgeonfish,1,12,1
176,blue tang,1,10,1
176,puddingwife,1,8,1
176,masked goby,1,2,1
176,french grunt,1,10,1
176,blue chromis,1,4,1
176,redband parrotfish,1,3,1
176,sergeant major,1,4,1
176,yellowhead wrasse,1,4,1
176,bluehead wrasse,1,3,1
176,creole wrasse,1,4,1
176,clown wrasse,1,7,1
176,bicolor damselfish,1,2,1.6400000000000001
176,french grunt,2,12,1.5
176,blue chromis,2,4.5,1.75
176,redband parrotfish,2,4,0.25
176,sergeant major,2,4.5,0.25
176,yellowhead wrasse,2,5.5,0.5
176,bluehead wrasse,2,5,2.25
176,creole wrasse,2,4.5,5.5
176,clown wrasse,2,7,0.25
176,bicolor damselfish,2,3.5,39.36
176,stoplight parrotfish,3,2,1
176,white grunt,3,12,1
176,butter hamlet,3,8,1
176,spanish hogfish,3,30,1
176,french angelfish,3,47,1
176,gray angelfish,3,40,1
176,greenblotch parrotfish,3,5,1
176,rock beauty,3,8,1
176,foureye butterflyfish,3,6,1
176,smooth trunkfish,3,8,1
176,yellowtail snapper,3,15,1
176,cocoa damselfish,3,8,1
176,cero,3,18,1
176,sharpnose puffer,3,2,1
176,yellow goatfish,3,12,1
176,colon goby,3,3,1
176,gray angelfish,3,47,1
176,dog snapper,3,60,1
176,blue tang,3,15,1
176,puddingwife,3,8,1
176,masked goby,3,3,2
176,french grunt,3,14,5
176,blue chromis,3,5,5.5
176,redband parrotfish,3,5,2.5
176,sergeant major,3,5,2.5
176,yellowhead wrasse,3,7,3
176,bluehead wrasse,3,7,6.5
176,creole wrasse,3,5,13
176,clown wrasse,3,7,2.5
176,bicolor damselfish,3,5,82
176,french grunt,4,15.5,1.5
176,blue chromis,4,5.5,1.75
176,redband parrotfish,4,11,0.25
176,sergeant major,4,5.5,0.25
176,yellowhead wrasse,4,10,0.5
176,bluehead wrasse,4,7.5,2.25
176,creole wrasse,4,6,5.5
176,clown wrasse,4,9,0.25
176,bicolor damselfish,4,6,39.36
176,striped parrotfish,5,3,1
176,graysby,5,15,1
176,harlequin bass,5,12,1
176,ocean surgeonfish,5,17,1
176,blue tang,5,15,1
176,puddingwife,5,45,1
176,masked goby,5,4,1
176,french grunt,5,17,1
176,blue chromis,5,6,1
176,redband parrotfish,5,17,1
176,sergeant major,5,6,1
176,yellowhead wrasse,5,13,1
176,bluehead wrasse,5,8,1
176,creole wrasse,5,7,1
176,clown wrasse,5,11,1
176,bicolor damselfish,5,7,1.6400000000000001
177,slippery dick,1,11,1
177,greenblotch parrotfish,1,7,1
177,doctorfish,1,20,1
177,blue runner,1,27,1
177,blue tang,1,6,1
177,rainbow parrotfish,1,60,1
177,french grunt,1,7,1
177,white grunt,1,10,1
177,striped parrotfish,1,5,1
177,clown wrasse,1,5,1
177,bluehead wrasse,1,3,1
177,yellowhead wrasse,1,5,1
177,bicolor damselfish,1,3,1.51
177,tomtate,1,4,1.6
177,french grunt,2,8,12.75
177,white grunt,2,11,1.25
177,striped parrotfish,2,5.5,0.5
177,clown wrasse,2,6,0.25
177,bluehead wrasse,2,4,1.75
177,yellowhead wrasse,2,6,1
177,bicolor damselfish,2,4,36.239999999999995
177,tomtate,2,4.5,38.400000000000006
177,blackear wrasse,3,7,1
177,cocoa damselfish,3,7,1
177,redband parrotfish,3,7,1
177,queen angelfish,3,28,1
177,spotfin butterflyfish,3,7,1
177,blue angelfish,3,40,1
177,butter hamlet,3,8,1
177,hogfish,3,35,1
177,ocean surgeonfish,3,8,1
177,black grouper,3,65,1
177,graysby,3,13,1
177,puddingwife,3,11,1
177,yellowtail damselfish,3,8,1
177,stoplight parrotfish,3,6,1
177,sharpnose puffer,3,4,1
177,orangespotted filefish,3,6,1
177,gray angelfish,3,34,1
177,blackfin snapper,3,10,1
177,french angelfish,3,47,1
177,blue tang,3,10,1
177,rainbow parrotfish,3,65,2
177,french grunt,3,9,27.5
177,white grunt,3,12,4.5
177,striped parrotfish,3,6,3
177,clown wrasse,3,7,2.5
177,bluehead wrasse,3,5,5.5
177,yellowhead wrasse,3,7,4
177,bicolor damselfish,3,5,75.5
177,tomtate,3,5,80
177,french grunt,4,10.5,12.75
177,white grunt,4,13.5,1.25
177,striped parrotfish,4,7,0.5
177,clown wrasse,4,9,0.25
177,bluehead wrasse,4,8,1.75
177,yellowhead wrasse,4,8.5,1
177,bicolor damselfish,4,6,36.239999999999995
177,tomtate,4,6,38.400000000000006
177,slippery dick,5,13,1
177,greenblotch parrotfish,5,8,1
177,doctorfish,5,23,1
177,blue runner,5,30,1
177,blue tang,5,10,1
177,rainbow parrotfish,5,75,1
177,french grunt,5,12,1
177,white grunt,5,15,1
177,striped parrotfish,5,8,1
177,clown wrasse,5,11,1
177,bluehead wrasse,5,11,1
177,yellowhead wrasse,5,10,1
177,bicolor damselfish,5,7,1.51
177,tomtate,5,7,1.6
178,permit,1,100,1
178,porkfish,1,25,1
178,yellowhead wrasse,1,7,1
178,squirrelfish,1,18,1
178,stoplight parrotfish,1,25,1
178,blue tang,1,10,1
178,creole wrasse,1,20,1
178,bicolor damselfish,1,2,1
178,french grunt,1,10,1
178,ocean surgeonfish,1,10,1
178,redband parrotfish,1,12,1
178,blackear wrasse,1,7,1
178,blue chromis,1,5,1
178,white grunt,1,20,1
178,striped parrotfish,1,8,1
178,bicolor damselfish,2,3,11
178,french grunt,2,12.5,5.75
178,ocean surgeonfish,2,15,0.25
178,redband parrotfish,2,16,0.5
178,blackear wrasse,2,5,7
178,blue chromis,2,6,0.75
178,white grunt,2,25,2
178,striped parrotfish,2,8,0.5
178,rock beauty,3,22,1
178,bluestriped grunt,3,20,1
178,princess parrotfish,3,25,1
178,spotted trunkfish,3,10,1
178,gray angelfish,3,25,1
178,trumpetfish,3,35,1
178,harlequin bass,3,9,1
178,stoplight parrotfish,3,28,1
178,blue tang,3,15,2
178,creole wrasse,3,22,2
178,bicolor damselfish,3,4,24
178,french grunt,3,15,13.5
178,ocean surgeonfish,3,20,2.5
178,redband parrotfish,3,20,3
178,blackear wrasse,3,3,16
178,blue chromis,3,7,3.5
178,white grunt,3,30,6
178,striped parrotfish,3,8,3
178,bicolor damselfish,4,6,11
178,french grunt,4,17.5,5.75
178,ocean surgeonfish,4,22.5,0.25
178,redband parrotfish,4,25,0.5
178,blackear wrasse,4,7.5,7
178,blue chromis,4,8.5,0.75
178,white grunt,4,32.5,2
178,striped parrotfish,4,8,0.5
178,permit,5,100,1
178,porkfish,5,30,1
178,yellowhead wrasse,5,13,1
178,squirrelfish,5,30,1
178,stoplight parrotfish,5,32,1
178,blue tang,5,20,1
178,creole wrasse,5,25,1
178,bicolor damselfish,5,8,1
178,french grunt,5,20,1
178,ocean surgeonfish,5,25,1
178,redband parrotfish,5,30,1
178,blackear wrasse,5,12,1
178,blue chromis,5,10,1
178,white grunt,5,35,1
178,striped parrotfish,5,8,1
179,graysby,1,15,1
179,bridled goby,1,2,1
179,sharpnose puffer,1,5,1
179,spanish hogfish,1,6,1
179,spotfin butterflyfish,1,13,1
179,stoplight parrotfish,1,15,1
179,blue chromis,1,8,1
179,princess parrotfish,1,20,1
179,white grunt,1,15,1
179,foureye butterflyfish,1,8,1
179,bluehead wrasse,1,2,1
179,bicolor damselfish,1,2,1
179,redband parrotfish,1,7,1
179,striped parrotfish,1,5,1
179,ocean surgeonfish,1,15,1
179,yellowhead wrasse,1,7,1
179,blue tang,1,9,1
179,bluehead wrasse,2,4,9
179,bicolor damselfish,2,3,7.75
179,redband parrotfish,2,10.5,1.5
179,striped parrotfish,2,7,2.25
179,ocean surgeonfish,2,17.5,0.75
179,yellowhead wrasse,2,9.5,1
179,blue tang,2,11,0.25
179,harlequin bass,3,11,1
179,butter hamlet,3,12,1
179,reef butterflyfish,3,10,1
179,smooth trunkfish,3,15,1
179,stoplight parrotfish,3,24,1
179,blue chromis,3,10,1
179,princess parrotfish,3,23,2
179,white grunt,3,19,2
179,foureye butterflyfish,3,10,2
179,bluehead wrasse,3,6,20
179,bicolor damselfish,3,4,17.5
179,redband parrotfish,3,14,5
179,striped parrotfish,3,9,6.5
179,ocean surgeonfish,3,20,3.5
179,yellowhead wrasse,3,12,4
179,blue tang,3,13,2.5
179,bluehead wrasse,4,10.5,9
179,bicolor damselfish,4,5.5,7.75
179,redband parrotfish,4,17,1.5
179,striped parrotfish,4,10.5,2.25
179,ocean surgeonfish,4,22,0.75
179,yellowhead wrasse,4,14,1
179,blue tang,4,15,0.25
179,graysby,5,17,1
179,bridled goby,5,5,1
179,sharpnose puffer,5,5,1
179,spanish hogfish,5,20,1
179,spotfin butterflyfish,5,13,1
179,stoplight parrotfish,5,33,1
179,blue chromis,5,11,1
179,princess parrotfish,5,26,1
179,white grunt,5,22,1
179,foureye butterflyfish,5,11,1
179,bluehead wrasse,5,15,1
179,bicolor damselfish,5,7,1
179,redband parrotfish,5,20,1
179,striped parrotfish,5,12,1
179,ocean surgeonfish,5,24,1
179,yellowhead wrasse,5,16,1
179,blue tang,5,17,1
180,greenblotch parrotfish,1,5,1
180,blue tang,1,13,1
180,stoplight parrotfish,1,28,1
180,spotted goatfish,1,17,1
180,blue chromis,1,7,1
180,foureye butterflyfish,1,8,1
180,striped parrotfish,1,3,1
180,bluehead wrasse,1,2,1
180,bicolor damselfish,1,2,1
180,redband parrotfish,1,4,1
180,princess parrotfish,1,9,1
180,ocean surgeonfish,1,12,1
180,smooth trunkfish,1,10,1
180,yellowhead wrasse,1,7,1
180,white grunt,1,18,1
180,striped parrotfish,2,6.5,3.25
180,bluehead wrasse,2,4,6
180,bicolor damselfish,2,2.5,15.25
180,redband parrotfish,2,8,1.25
180,princess parrotfish,2,9.5,1.5
180,ocean surgeonfish,2,14,0.25
180,smooth trunkfish,2,12.5,0.75
180,yellowhead wrasse,2,8.5,2
180,white grunt,2,16.5,0.25
180,hogfish,3,25,1
180,queen parrotfish,3,25,1
180,harlequin bass,3,9,1
180,graysby,3,18,1
180,butter hamlet,3,8,1
180,trumpetfish,3,40,1
180,rock beauty,3,11,1
180,blue tang,3,15,1
180,stoplight parrotfish,3,32,1
180,spotted goatfish,3,20,2
180,blue chromis,3,8,2
180,foureye butterflyfish,3,9,2
180,striped parrotfish,3,10,8.5
180,bluehead wrasse,3,6,14
180,bicolor damselfish,3,3,32.5
180,redband parrotfish,3,12,4.5
180,princess parrotfish,3,10,5
180,ocean surgeonfish,3,16,2.5
180,smooth trunkfish,3,15,3.5
180,yellowhead wrasse,3,10,6
180,white grunt,3,15,2.5
180,striped parrotfish,4,15,3.25
180,bluehead wrasse,4,9,6
180,bicolor damselfish,4,4,15.25
180,redband parrotfish,4,18,1.25
180,princess parrotfish,4,17.5,1.5
180,ocean surgeonfish,4,18.5,0.25
180,smooth trunkfish,4,17.5,0.75
180,yellowhead wrasse,4,13.5,2
180,white grunt,4,18.5,0.25
180,greenblotch parrotfish,5,8,1
180,blue tang,5,16,1
180,stoplight parrotfish,5,35,1
180,spotted goatfish,5,23,1
180,blue chromis,5,9,1
180,foureye butterflyfish,5,10,1
180,striped parrotfish,5,20,1
180,bluehead wrasse,5,12,1
180,bicolor damselfish,5,5,1
180,redband parrotfish,5,24,1
180,princess parrotfish,5,25,1
180,ocean surgeonfish,5,21,1
180,smooth trunkfish,5,20,1
180,yellowhead wrasse,5,17,1
180,white grunt,5,22,1
182,red grouper,1,35,1
182,stoplight parrotfish,1,25,1
182,porkfish,1,25,1
182,rainbow parrotfish,1,32,1
182,threespot damselfish,1,4,1
182,sharpnose puffer,1,7,1
182,blue tang,1,14,1
182,neon goby,1,3,1
182,sergeant major,1,3,1
182,cocoa damselfish,1,5,1
182,bluestriped grunt,1,15,1
182,white grunt,1,13,1
182,bluehead wrasse,1,5,1
182,hogfish,1,22,1
182,mahogany snapper,1,15,1
182,bicolor damselfish,1,3,1
182,striped parrotfish,1,4,1
182,tomtate,1,3,1.07
182,bluestriped grunt,2,19,7.5
182,white grunt,2,15,3
182,bluehead wrasse,2,6.5,0.75
182,hogfish,2,13.5,0.25
182,mahogany snapper,2,17.5,9
182,bicolor damselfish,2,2.5,1.5
182,striped parrotfish,2,4.5,1.25
182,tomtate,2,4,25.68
182,gray snapper,3,25,1
182,gray angelfish,3,30,1
182,gray triggerfish,3,25,1
182,puddingwife,3,6,1
182,queen angelfish,3,10,1
182,neon goby,3,3,1
182,sergeant major,3,4,1
182,cocoa damselfish,3,7,2
182,bluestriped grunt,3,23,17
182,white grunt,3,17,8
182,bluehead wrasse,3,8,3.5
182,hogfish,3,5,2.5
182,mahogany snapper,3,20,20
182,bicolor damselfish,3,2,5
182,striped parrotfish,3,5,4.5
182,tomtate,3,5,53.5
182,bluestriped grunt,4,26.5,7.5
182,white grunt,4,18.5,3
182,bluehead wrasse,4,9.5,0.75
182,hogfish,4,16,0.25
182,mahogany snapper,4,25,9
182,bicolor damselfish,4,3.5,1.5
182,striped parrotfish,4,5.5,1.25
182,tomtate,4,6,25.68
182,red grouper,5,45,1
182,stoplight parrotfish,5,25,1
182,porkfish,5,25,1
182,rainbow parrotfish,5,40,1
182,threespot damselfish,5,8,1
182,sharpnose puffer,5,10,1
182,blue tang,5,17,1
182,neon goby,5,4,1
182,sergeant major,5,5,1
182,cocoa damselfish,5,9,1
182,bluestriped grunt,5,30,1
182,white grunt,5,20,1
182,bluehead wrasse,5,11,1
182,hogfish,5,27,1
182,mahogany snapper,5,30,1
182,bicolor damselfish,5,5,1
182,striped parrotfish,5,6,1
182,tomtate,5,7,1.07
185,porkfish,1,20,1
185,stoplight parrotfish,1,4,1
185,yellowtail snapper,1,8,1
185,white grunt,1,7,1
185,striped parrotfish,1,3,1
185,bluestriped grunt,1,10,1
185,french grunt,1,7,1
185,white grunt,2,8.5,8.75
185,striped parrotfish,2,5.5,2.5
185,bluestriped grunt,2,12.5,1
185,french grunt,2,8.5,0.5
185,redband parrotfish,3,7,1
185,cocoa damselfish,3,5,1
185,gray angelfish,3,35,1
185,graysby,3,12,1
185,threespot damselfish,3,8,1
185,bluehead wrasse,3,6,1
185,midnight parrotfish,3,30,1
185,butter hamlet,3,9,1
185,blue angelfish,3,13,1
185,gray snapper,3,22,1
185,white grunt,3,10,19.5
185,striped parrotfish,3,8,7
185,bluestriped grunt,3,15,4
185,french grunt,3,10,3
185,white grunt,4,17.5,8.75
185,striped parrotfish,4,10.5,2.5
185,bluestriped grunt,4,20,1
185,french grunt,4,12.5,0.5
185,porkfish,5,25,1
185,stoplight parrotfish,5,7,1
185,yellowtail snapper,5,10,1
185,white grunt,5,25,1
185,striped parrotfish,5,13,1
185,bluestriped grunt,5,25,1
185,french grunt,5,15,1
186,needlefish sp.,1,10,1
186,redband parrotfish,1,4,1
186,stoplight parrotfish,1,4,1
186,striped parrotfish,1,3,1
186,bar jack,1,15,1
186,redband parrotfish,2,4.5,0.25
186,stoplight parrotfish,2,5.5,0.25
186,striped parrotfish,2,4,1.5
186,bar jack,2,15,0.25
186,sharpnose puffer,3,6,1
186,bluehead wrasse,3,3,1
186,white grunt,3,20,1
186,cocoa damselfish,3,5,1
186,schoolmaster snapper,3,20,1
186,chub sp.,3,30,1
186,graysby,3,20,1
186,bicolor damselfish,3,6,1
186,gray angelfish,3,25,1
186,blue tang,3,15,1
186,ocean surgeonfish,3,12,1
186,puddingwife,3,8,1
186,redband parrotfish,3,5,2.5
186,stoplight parrotfish,3,7,2.5
186,striped parrotfish,3,5,5
186,bar jack,3,15,2.5
186,redband parrotfish,4,6.5,0.25
186,stoplight parrotfish,4,11,0.25
186,striped parrotfish,4,8,1.5
186,bar jack,4,17.5,0.25
186,needlefish sp.,5,12,1
186,redband parrotfish,5,8,1
186,stoplight parrotfish,5,15,1
186,striped parrotfish,5,11,1
186,bar jack,5,20,1
187,graysby,1,10,1
187,gray angelfish,1,35,1
187,beaugregory,1,6,1
187,spotfin butterflyfish,1,12,1
187,yellowhead wrasse,1,4,1
187,ocean surgeonfish,1,7,1
187,foureye butterflyfish,1,5,1
187,redband parrotfish,1,4,1
187,sharpnose puffer,1,3,1
187,creole wrasse,1,5,1
187,blue parrotfish,1,40,1
187,doctorfish,1,10,1
187,atlantic spadefish,1,35,1
187,brown chromis,1,6,1
187,blue chromis,1,4,1
187,bicolor damselfish,1,3,1
187,bluehead wrasse,1,3,1
187,princess parrotfish,1,6,1
187,striped parrotfish,1,5,1
187,bluelip parrotfish,1,3,1
187,bicolor damselfish,2,4,9.75
187,bluehead wrasse,2,4.5,17.5
187,princess parrotfish,2,7,0.25
187,striped parrotfish,2,8.5,0.5
187,bluelip parrotfish,2,3.5,0.5
187,blue tang,3,13,1
187,white grunt,3,26,1
187,cero,3,45,1
187,coney,3,25,1
187,spotted goatfish,3,18,1
187,trumpetfish,3,22,1
187,reef butterflyfish,3,11,1
187,squirrelfish,3,25,1
187,blue angelfish,3,45,1
187,porkfish,3,25,1
187,rock beauty,3,10,1
187,goldspot goby,3,5,1
187,harlequin bass,3,6,1
187,scrawled cowfish,3,25,1
187,stoplight parrotfish,3,39,1
187,queen angelfish,3,45,1
187,yellowhead wrasse,3,6,1
187,ocean surgeonfish,3,10,1
187,foureye butterflyfish,3,7,1
187,redband parrotfish,3,10,2
187,sharpnose puffer,3,4,2
187,creole wrasse,3,7,2
187,blue parrotfish,3,45,2
187,doctorfish,3,10,2
187,atlantic spadefish,3,40,2
187,brown chromis,3,7,2
187,blue chromis,3,7,2
187,bicolor damselfish,3,5,21.5
187,bluehead wrasse,3,6,37
187,princess parrotfish,3,8,2.5
187,striped parrotfish,3,12,3
187,bluelip parrotfish,3,4,3
187,bicolor damselfish,4,6,9.75
187,bluehead wrasse,4,9,17.5
187,princess parrotfish,4,16.5,0.25
187,striped parrotfish,4,14,0.5
187,bluelip parrotfish,4,4.5,0.5
187,graysby,5,20,1
187,gray angelfish,5,40,1
187,beaugregory,5,7,1
187,spotfin butterflyfish,5,14,1
187,yellowhead wrasse,5,7,1
187,ocean surgeonfish,5,15,1
187,foureye butterflyfish,5,7,1
187,redband parrotfish,5,20,1
187,sharpnose puffer,5,6,1
187,creole wrasse,5,7,1
187,blue parrotfish,5,65,1
187,doctorfish,5,15,1
187,atlantic spadefish,5,45,1
187,brown chromis,5,8,1
187,blue chromis,5,8,1
187,bicolor damselfish,5,7,1
187,bluehead wrasse,5,12,1
187,princess parrotfish,5,25,1
187,striped parrotfish,5,16,1
187,bluelip parrotfish,5,5,1
188,yellowhead wrasse,1,5,1
188,striped parrotfish,1,5,1
188,sharpnose puffer,1,4,1
188,doctorfish,1,10,1
188,foureye butterflyfish,1,5,1
188,ocean surgeonfish,1,12,1
188,bicolor damselfish,1,4,1
188,redband parrotfish,1,5,1
188,bluehead wrasse,1,3,1
188,blue chromis,1,4,1
188,brown chromis,1,7,1
188,bicolor damselfish,2,5,5.5
188,redband parrotfish,2,8,1
188,bluehead wrasse,2,4.5,1.5
188,blue chromis,2,5,5.25
188,brown chromis,2,7,0.25
188,squirrelfish,3,30,1
188,reef butterflyfish,3,7,1
188,stoplight parrotfish,3,25,1
188,rock beauty,3,15,1
188,cocoa damselfish,3,7,1
188,butter hamlet,3,8,1
188,queen angelfish,3,30,1
188,black hamlet,3,8,1
188,harlequin bass,3,7,1
188,mutton snapper,3,55,1
188,bandtail puffer,3,8,1
188,gray triggerfish,3,25,1
188,hogfish,3,20,1
188,greenblotch parrotfish,3,8,1
188,creole wrasse,3,5,1
188,scrawled filefish,3,45,1
188,graysby,3,10,1
188,trumpetfish,3,38,1
188,ocean surgeonfish,3,15,2
188,bicolor damselfish,3,6,13
188,redband parrotfish,3,11,4
188,bluehead wrasse,3,6,5
188,blue chromis,3,6,12.5
188,brown chromis,3,7,2.5
188,bicolor damselfish,4,7,5.5
188,redband parrotfish,4,14,1
188,bluehead wrasse,4,8,1.5
188,blue chromis,4,7,5.25
188,brown chromis,4,8,0.25
188,yellowhead wrasse,5,7,1
188,striped parrotfish,5,12,1
188,sharpnose puffer,5,6,1
188,doctorfish,5,15,1
188,foureye butterflyfish,5,7,1
188,ocean surgeonfish,5,17,1
188,bicolor damselfish,5,8,1
188,redband parrotfish,5,17,1
188,bluehead wrasse,5,10,1
188,blue chromis,5,8,1
188,brown chromis,5,9,1
189,blue tang,1,10,1
189,foureye butterflyfish,1,7,1
189,black hamlet,1,8,1
189,yellowhead wrasse,1,2,1
189,reef butterflyfish,1,8,1
189,harlequin bass,1,8,1
189,graysby,1,8,1
189,bicolor damselfish,1,3,1
189,ocean surgeonfish,1,10,1
189,striped parrotfish,1,4,1
189,redband parrotfish,1,2,1
189,bluehead wrasse,1,3,1
189,creole wrasse,1,5,1
189,blue chromis,1,4,1
189,bluelip parrotfish,1,3,1
189,greenblotch parrotfish,1,3,1
189,bicolor damselfish,2,4.5,14
189,ocean surgeonfish,2,12.5,0.25
189,striped parrotfish,2,5,3
189,redband parrotfish,2,3.5,1.75
189,bluehead wrasse,2,5,11.5
189,creole wrasse,2,7,1.5
189,blue chromis,2,5.5,5.5
189,bluelip parrotfish,2,3.5,0.5
189,greenblotch parrotfish,2,4,0.5
189,sharpnose puffer,3,4,1
189,bar jack,3,25,1
189,spotted scorpionfish,3,35,1
189,cocoa damselfish,3,7,1
189,spotted goatfish,3,22,1
189,spotfin butterflyfish,3,15,1
189,princess parrotfish,3,7,1
189,trumpetfish,3,20,1
189,clown wrasse,3,7,1
189,blue runner,3,25,1
189,scrawled filefish,3,45,1
189,spanish hogfish,3,30,1
189,butter hamlet,3,8,1
189,slender filefish,3,4,1
189,gray angelfish,3,25,1
189,graysby,3,12,1
189,bicolor damselfish,3,6,30
189,ocean surgeonfish,3,15,2.5
189,striped parrotfish,3,6,8
189,redband parrotfish,3,5,5.5
189,bluehead wrasse,3,7,25
189,creole wrasse,3,9,5
189,blue chromis,3,7,13
189,bluelip parrotfish,3,4,3
189,greenblotch parrotfish,3,5,3
189,bicolor damselfish,4,7,14
189,ocean surgeonfish,4,16.5,0.25
189,striped parrotfish,4,7.5,3
189,redband parrotfish,4,8.5,1.75
189,bluehead wrasse,4,10.5,11.5
189,creole wrasse,4,14.5,1.5
189,blue chromis,4,8.5,5.5
189,bluelip parrotfish,4,4.5,0.5
189,greenblotch parrotfish,4,7,0.5
189,blue tang,5,13,1
189,foureye butterflyfish,5,7,1
189,black hamlet,5,8,1
189,yellowhead wrasse,5,7,1
189,reef butterflyfish,5,8,1
189,harlequin bass,5,9,1
189,graysby,5,15,1
189,bicolor damselfish,5,8,1
189,ocean surgeonfish,5,18,1
189,striped parrotfish,5,9,1
189,redband parrotfish,5,12,1
189,bluehead wrasse,5,14,1
189,creole wrasse,5,20,1
189,blue chromis,5,10,1
189,bluelip parrotfish,5,5,1
189,greenblotch parrotfish,5,9,1
190,creole wrasse,1,5,1
190,brown chromis,1,6,1
190,foureye butterflyfish,1,10,1
190,blue tang,1,13,1
190,ocean surgeonfish,1,10,1
190,sharpnose puffer,1,3,1
190,bicolor damselfish,1,3,1
190,bluehead wrasse,1,3,1
190,blue chromis,1,4,1
190,striped parrotfish,1,4,1
190,yellowhead wrasse,1,3,1
190,redband parrotfish,1,3,1
190,greenblotch parrotfish,1,5,1
190,blue runner,1,15,1
190,scad sp.,1,8,1
190,bicolor damselfish,2,4,16
190,bluehead wrasse,2,4,10.75
190,blue chromis,2,5.5,1.5
