order,family,binomial,common_name,cryptic and schooling?,lifestage,predator_presence,present in predator surveys?,Vulnerability rank,Red List category,recorded in diet?,Endemic?,Range size (sq. km),depth upper,depth lower,depth range,cleaner score,nocturnal,structured habitat?,structured habitat (binary)?,soft bottom?,soft bottom (binary)?,bottom score,estuary?,estuary (binary)?,seagrass?,seagrass (binary)?,mangrove?,mangrove (binary)?,rocky reef?,rocky reef (binary)?,coral?,coral (binary)?,total habitats,habitat score,position,position score,behavior,max_length,measure,length_source,length score,ratio (REEF interns1),ratio (REEF interns2),ratio (REEF interns3),ratio avg (REEF),ratio (Green and Cote 2014),ratio adult (Christi),final ratio,ratio score,cryptic_colouration,cryptic colouration notes,conspicuous_colouration,conspicuous colouration notes,colouration reference,colouration_count,colouration_cont,colouration_cat1,colouration_cat2,colouration_cat3,cryptic_behaviour,cryptic behaviour notes,conspicuous behaviour,conspicuous behaviour notes,behaviour reference,florida commonality,commonality reference,FishBase Probability of Occurrence in Florida Region,Notes on FishBase Probability of Occurrence,trophic_position,Trophic Position Source,Trophic Level,Trophic Notes (from FishBase),shape
Perciformes,Labridae,Lachnolaimus maximus,hogfish,0,adult,0,0,3,VU,no,yes,2767524,3,40,37,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,91,TL,,0,3.1,1.6,2.2,2.3,NA,2.9,2.6,1,1,ability to camoflage when threatened,0,,The Online Guide to the Animals of Trinidad and Tobago (https://sta.uwi.edu/fst/lifesciences/sites/default/files/lifesciences/documents/ogatt/Lachnolaimus_maximus%20-%20Hogfish.pdf),1,-1,cryptic,colourful and patterned,colourful,0,,1,"forage by day; found over open bottoms, sometimes in groups",Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/lachnolaimus-maximus/),very common,Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/lachnolaimus-maximus/),0.8-1,abundant throughout ,invertivore,,4.2,"Feed mainly on mollusks, also crabs and sea urchins",compressiform
Perciformes,Labridae,Lachnolaimus maximus,hogfish,0,juvenile,0,0,3,VU,no,yes,2767524,3,40,37,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,NA,,,0,3.1,1.6,2.2,2.3,NA,2.9,2.6,0,1,ability to camoflage when threatened,0,,The Online Guide to the Animals of Trinidad and Tobago (https://sta.uwi.edu/fst/lifesciences/sites/default/files/lifesciences/documents/ogatt/Lachnolaimus_maximus%20-%20Hogfish.pdf),1,-1,cryptic,camouflage,camouflage,0,,1,"forage by day; found over open bottoms, sometimes in groups",Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/lachnolaimus-maximus/),very common,Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/lachnolaimus-maximus/),0.8-1,abundant throughout ,invertivore,,4.2,"Feed mainly on mollusks, also crabs and sea urchins",compressiform
Perciformes,Labridae,Scarus coelestinus,midnight parrotfish,0,adult,0,0,3,DD,no,yes,2508115,5,75,70,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,77,TL,,0,2.8,2.7,2.6,2.7,NA,3,2.9,0,0,,0,,FishBase,0,0,none,colourful,colourful,0,,1,"often in schools, in water column",FishBase,occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=246&menuentry=soorten),0.01-1,more common near tip,herbivore,,2,feeding with surgeonfishes by scraping off algae from rocks or dead coral,fusiform
Perciformes,Labridae,Scarus coeruleus,blue parrotfish,0,adult,0,0,4,LC,no,yes,2669382,3,40,37,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,90,TL,,0,3.6,3.9,3.9,3.8,4.2,3,3.7,1,0,,0,,FishBase,0,0,none,neutral,neutral,1,refuge during night ,1,feeding on reef during day,ThoughtCo (https://www.thoughtco.com/blue-parrotfish-4769140),occasional ,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=245&menuentry=soorten),0.01-1,more common near tip,omnivore,,2,Feeds on benthic plants and small organisms in the sand,fusiform
Perciformes,Labridae,Scarus guacamaia,rainbow parrotfish,0,adult,0,0,4,NT,no,yes,2519108,1,25,24,1,0,yes,1,yes,1,2,yes,1,no,0,yes,1,yes,1,yes,1,4,1,demersal,1,solitary,120,TL,,0,3.5,3.1,NA,3.3,NA,2.8,3.1,1,0,,1,some yellow,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column; often in groups,FishBase,occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=247&menuentry=soorten),0.6-1,more common in SW,herbivore,,2,Feeds mainly on benthic algae,fusiform
Perciformes,Labridae,Scarus iseri,striped parrotfish,0,adult,0,0,4,LC,yes,yes,2603404,3,30,27,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,shoaling,35,TL,,0,3.5,3.7,3.3,3.5,4.6,3.4,3.8,1,0,,1,stripes around eyes and some yellow,FishBase,1,1,conspicuous,colourful,colourful,0,,1,in water column; schooling,FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=251&menuentry=soorten),0-1,more common at tip,herbivore,,2,Feeds on plants.,fusiform
Perciformes,Labridae,Scarus taeniopterus,princess parrotfish,0,adult,0,0,4,LC,yes,yes,2648900,1,25,24,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,shoaling,35,TL,,0,4,3.3,3.6,3.6,4.8,3.6,4,1,0,,1,stripes around eyes and yellow patch,FishBase,1,1,conspicuous,colourful,colourful,0,,1,in water column; forms aggregations when feeding,FishBase,common to occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=250&menuentry=soorten),0.01-1,more common near tip,herbivore,,2,Forms large feeding aggregations and feeds on plants.,fusiform
Perciformes,Labridae,Scarus vetula,queen parrotfish,0,adult,0,0,4,LC,yes,yes,2490004,1,25,24,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,44,TL,,0,4.3,4,3.5,3.9,NA,3.6,3.7,1,0,,0,patterned but nothing that I think would be very visible at depths,FishBase,0,0,none,colourful,colourful,0,,1,in water column; often in groups,FishBase,common ,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=248&menuentry=soorten),0-1,more common near tip,herbivore,,2,Feeds on algae scraped from rocks or dead coral.,fusiform
Perciformes,Labridae,Sparisoma atomarium,greenblotch parrotfish,0,adult,0,0,4,LC,yes,yes,2679667,3,55,52,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,shoaling,25,TL,,0,3.3,3.2,3.2,3.2,3.9,3.3,3.5,1,0,,0,,FishBase,0,0,none,colourful,colourful,1,"""generally seen in seagrass beds""",0,,FishBase,NA,,0.01-1,more common near tip,herbivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3920),2,,fusiform
Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,0,adult,0,0,4,LC,yes,yes,2646211,2,20,18,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,shoaling,28,TL,,0,2.9,4.1,4.2,3.7,4.7,3.3,3.9,1,1,ability to camouflage,0,,FishBase,1,-1,cryptic,colourful,colourful,1,often rest on bottom; usually solitary,1,in water column,FishBase,common to occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=252&menuentry=soorten),0-1,more common near tip,herbivore,,2,Feeds on plants.,fusiform
Perciformes,Labridae,Sparisoma chrysopterum,redtail parrotfish,0,adult,0,0,4,LC,yes,yes,2580395,1,20,19,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,46,TL,,0,5.1,3.3,3.5,4,NA,3.3,3.6,1,0,,0,,FishBase,0,0,none,camouflage,camouflage,0,,1,in water column,FishBase,NA,,0-1,more common near tip; few areas of high probability,herbivore,,2,Feeds on benthic algae and seagrasses.,fusiform
Perciformes,Labridae,Sparisoma radians,bucktooth parrotfish,0,adult,0,0,4,LC,yes,no,3749913,1,12,11,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,schooling,20,TL,,0,3.4,3.9,3.5,3.6,NA,3.4,3.5,1,1,camoflauged,0,,FishBase,1,-1,cryptic,colourful,colourful,1,darts into sea grass when frightened,0,,FishBase,common,National Geographic (https://www.nationalgeographic.org/projects/photo-ark/animal/sparisoma-radians/),0.6-1,more common offshore,herbivore,,2,Feeds primarily on epiphytes and seagrass blades,fusiform
Perciformes,Labridae,Sparisoma rubripinne,yellowtail parrotfish,0,adult,0,0,4,LC,yes,yes,2525292,1,15,14,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,47.8,TL,,0,3.8,2.8,2.9,3.2,NA,3.5,3.3,1,0,,0,,FishBase,0,0,none,colourful,colourful,0,,1,in water column,FishBase,NA,,0.01-1,more common at tip,herbivore,Smithsonian Tropical Research Institute,2,Feeds on benthic microalgae/sea grass. ,fusiform
Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,0,adult,0,0,4,LC,yes,yes,2519739,1,50,49,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,shoaling,50,TL,,0,3.5,3.8,3.2,3.5,4.1,3.4,3.7,1,0,,0,,FishBase,0,0,none,colourful,colourful,0,,1,in water column ,FishBase,common to occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=249&menuentry=soorten),0.01-1,more common near tip,omnivore,,2,"Feeds mainly on soft algae, but has been observed to graze on live corals like, Montastraea annularis",fusiform
Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,0,adult,0,0,4,LC,yes,yes,2697004,0,40,40,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,shoaling,25,TL,,0,5.5,3.6,5.4,4.8,5.3,5.5,5.2,1,0,,1,yellow,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,young school; in water column,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=257&menuentry=soorten),common in South Florida,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=257&menuentry=soorten),0.01-1,more common near tip,planktivore,,3.3,"Feeds mainly on zooplankton and small benthic animals, but may also feed on ectoparasites of other fishes",fusiform
Perciformes,Labridae,Xyrichtys novacula,pearly razorfish,0,adult,0,0,4,LC,yes,no,7044061,2,90,88,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,38,TL,,0,5.2,4,5.6,4.9,NA,4.2,4.6,1,0,,0,,FishBase; Google Images,0,0,none,colourful and patterned,colourful,1,"""Dives head first into the sand when frightened""; benthic",0,,FishBase; Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3908),NA,,0.8-1,abundant throughout ,invertivore,,3.5,Feeds mainly on mollusks; also crabs and shrimps,elongated
Perciformes,Labridae,Xyrichtys splendens,green razorfish,0,adult,0,0,4,LC,yes,no,2985880,3,15,12,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,17.5,TL,,0,3.6,4.4,3.6,3.9,NA,4.1,4,1,0,,0,,FishBase,0,0,none,colourful,colourful,1,"""dive into sand when alarmed""",1,"""hover over bottom""",Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=195&menuentry=soorten),occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=195&menuentry=soorten),0.01-1,more common near tip; few areas of high probability,invertivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3909),3.2,,elongated
Perciformes,Labrisomidae,Gobioclinus bucciferus,puffcheek blenny,0,adult,0,0,5,LC,no,yes,1817394,0,5,5,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,9,TL,,1,4.8,NA,NA,4.8,NA,5.2,5,1,1,camoflauged,0,,FishBase,1,-1,cryptic,camouflage,camouflage,1,on bottom,0,,FishBase,NA,,0-1,more common near tip; few areas of high probability,carnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3945),3.8,TROPHIC LEVEL BASED ON CLOSEST RELATIVES,elongated
Perciformes,Labrisomidae,Malacoctenus gilli,dusky blenny,0,adult,0,0,5,LC,yes,yes,1847296,0,5,5,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,7.6,TL,,1,4.7,4.7,5,4.8,4.8,5.3,5,1,1,camoflauged,0,,Google Images,1,-1,cryptic,camouflage,camouflage,1,"""Inhabits sandy bottoms with rocks or boulders """,0,,FishBase,NA,,0-1,more common near tip,invertivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3957),3.5,TROPHIC LEVEL BASED ON CLOSEST RELATIVES,elongated
Perciformes,Labrisomidae,Malacoctenus macropus,rosy blenny,0,adult,0,0,5,LC,yes,yes,2431087,0,8,8,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,5.5,TL,,1,4.8,4.4,5,4.7,NA,4.8,4.8,1,0,,1,spots,FishBase,1,1,conspicuous,camouflage,camouflage,1,appears to rest on bottom,0,,Google Images,NA,,0-1,only found near tip,invertivore,Smithsonian Tropical Research Institute,3.4,TROPHIC LEVEL BASED ON CLOSEST RELATIVES,elongated
Perciformes,Labrisomidae,Malacoctenus triangulatus,saddled blenny,0,adult,0,0,5,LC,yes,yes,2472451,0,15,15,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,7.5,TL,,1,5,4.5,5.1,4.9,NA,4.8,4.8,1,0,,1,bands,FishBase,1,1,conspicuous,camouflage,camouflage,1,often in crevices,0,,FishBase,NA,,0.01-1,more common near tip,invertivore,,3.5,Feeds on crustaceans,elongated
Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,0,adult,1,0,4,NT,no,no,3734911,25,168,143,1,0,yes,1,yes,1,2,yes,1,yes,1,yes,1,yes,1,yes,1,5,1,demersal,1,solitary,94,TL,,0,3.3,3.2,3.6,3.4,NA,3.2,3.3,1,1,silvering,0,,FishBase,1,-1,cryptic,silvering,silvering,0,,1,in water column; aggregate during day,FishBase,occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=215&menuentry=soorten),0.8-1,abundant throughout ,invertivore,,3.9,"Feed both day and night on fishes, shrimps, crabs, cephalopods, and gastropods",fusiform
Perciformes,Lutjanidae,Lutjanus apodus,schoolmaster snapper,0,adult,0,0,4,LC,no,yes,2812776,1,63,62,1,0,yes,1,yes,1,2,yes,1,yes,1,yes,1,yes,1,yes,1,5,1,demersal,1,solitary,67.2,TL,,0,3.1,3.2,3.2,3.2,NA,3.2,3.2,1,0,,0,yellow fins but silvering,FishBase,0,0,none,colourful,colourful,1,often near shelter of corals,1,in water column; sometimes aggregating,FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=219&menuentry=soorten),0.8-1,abundant throughout,carnivore,,4.3,"Feed on fishes, shrimps, crabs, worms, gastropods and cephalopods. ",fusiform
Perciformes,Lutjanidae,Lutjanus buccanella,blackfin snapper,0,adult,0,0,4,DD,no,no,3428107,10,200,190,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,75,TL,,0,4.1,3.3,3.7,3.7,NA,3.2,3.5,1,0,,0,,FishBase,0,0,none,silvering,silvering,0,,1,in water column,FishBase,NA,,0.2-1,more common offshore,carnivore,,3.9,Feed mainly on fishes.,fusiform
Perciformes,Lutjanidae,Lutjanus cyanopterus,cubera snapper,0,adult,1,0,4,VU,no,no,4308129,18,57,39,1,0,yes,1,yes,1,2,yes,1,no,0,yes,1,yes,1,yes,1,4,1,demersal,1,solitary,160,TL,,0,3.8,3.9,3.4,3.7,NA,3.5,3.6,1,1,silvering,0,,FishBase,1,-1,cryptic,silvering,silvering,1,"""wary fish, not easily approached""",1,in water column,FishBase,occasional ,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=217&menuentry=soorten),0.8-1,abundant throughout,carnivore,,4.4,"Feed mainly on fishes, shrimps and crabs",fusiform
Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,0,adult,1,0,5,LC,no,no,3170558,1,180,179,1,1,yes,1,yes,1,2,yes,1,yes,1,yes,1,yes,1,yes,1,5,1,demersal,1,schooling,89,TL,,0,3.3,3.6,3.5,3.5,NA,3.2,3.3,1,0,,0,,FishBase,0,0,none,silvering,silvering,0,,1,large aggregations; in water column; easily approached,FishBase,occasional to common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=216&menuentry=soorten),0.8-1,abundant throughout ,carnivore,,4.2,"Feed mainly at night on small fishes, shrimps, crabs, gastropods, cephalopods and some planktonic items. ",fusiform
Perciformes,Lutjanidae,Lutjanus jocu,dog snapper,0,adult,0,0,4,DD,no,no,4005685,2,150,148,1,0,yes,1,yes,1,2,yes,1,no,0,yes,1,yes,1,yes,1,4,1,demersal,1,solitary,128,TL,,0,3,3.4,3.3,3.2,NA,3.2,3.2,1,1,silvering,0,,FishBase,1,-1,cryptic,silvering,silvering,1,"""solitary and wary fish, preferring secluded areas of the reef""",1,in water column,Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/lutjanus-jocu/),NA,,0.8-1,abundant throughout,carnivore,,4.4,"Feed mainly on fishes and benthic invertebrates, including shrimps, crabs, gastropods and cephalopods.",fusiform
Perciformes,Lutjanidae,Lutjanus mahogoni,mahogany snapper,0,adult,0,0,5,LC,no,yes,2562087,0,100,100,1,1,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,schooling,48,TL,,0,4.2,3.6,3.6,3.8,NA,3.5,3.6,1,1,silvering,0,,FishBase,1,-1,cryptic,silvering,silvering,0,,1,"in water column, form large aggregations",FishBase,uncommon,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=218&menuentry=soorten),0.01-1,more common near tip,carnivore,,4.3,"feed at night mainly on small fish, shrimps, crabs and cephalopods",fusiform
Perciformes,Lutjanidae,Lutjanus synagris,lane snapper,0,adult,0,0,5,NT,yes,no,3937590,1,200,199,1,1,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,schooling,60,TL,,0,3.6,3.2,3.3,3.4,NA,3.3,3.3,1,0,,0,,FishBase,0,0,none,colourful,colourful,0,,1,in water column; often in large aggregations,FishBase,common to abundant,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=220&menuentry=soorten),0.8-1,abundant throughout ,carnivore,,3.8,"Feed at night on small fishes, bottom-living crabs, shrimps, worms, gastropods and cephalopods.",fusiform
Perciformes,Lutjanidae,Ocyurus chrysurus,yellowtail snapper,0,adult,0,0,4,DD,yes,no,4108948,0,180,180,1,0,yes,1,yes,1,2,yes,1,yes,1,no,0,yes,1,yes,1,4,1,demersal,1,schooling,86.3,TL,,0,3.9,3.5,3.6,3.7,4.1,3.9,3.9,1,0,,1,yellow stripe,FishBase,1,1,conspicuous,colourful,colourful,0,,1,"in water column; ""well above bottom""; often in aggregations",FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=221&menuentry=soorten),0.8-1,abundant throughout,carnivore,,4,"They feed on a combination of plankton and benthic animals including fishes, crustaceans, worms, gastropods and cephalopods, mainly at night",fusiform
Perciformes,Microdesmidae,Ptereleotris calliura,blue dartfish,0,adult,0,0,4,LC,yes,yes,830281,5,61,56,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,benthic,0,solitary,12.5,TL,,1,8.7,9.6,7.1,8.5,NA,8.2,8.3,1,0,,0,,Google Images,0,0,none,neutral,neutral,1,"""burrows in open sand""",0,,FishBase,NA,,0.6-1,less common at tip,planktivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/4226),3.4,,elongated
Perciformes,Mullidae,Mulloidichthys martinicus,yellow goatfish,0,adult,0,0,4,LC,yes,no,4453439,0,50,50,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,shoaling,40,TL,,0,4.4,4.7,NA,4.6,4.9,4.8,4.8,1,0,,1,yellow stripe,FishBase,1,1,conspicuous,colourful,colourful,0,,1,in water column and schooling,FishBase,abundant to common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=173&menuentry=soorten),0.2-1,more common offshore and at tip,invertivore,,3.2,Feeds on benthic invertebrates,fusiform
Perciformes,Mullidae,Pseudupeneus maculatus,spotted goatfish,0,adult,0,0,4,LC,yes,no,4180440,2,90,88,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,shoaling,30,TL,,0,4.6,5.3,4.7,4.9,5,4.9,4.9,1,0,,1,spots,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column,FishBase,common,Marine Species Identification Portal *http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=172&menuentry=soorten),0.8-1,abundant throughout,carnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3833),3.7,,elongated
Perciformes,Opistognathidae,Opistognathus aurifrons,yellowhead jawfish,0,adult,0,0,4,LC,yes,yes,2741610,4,41,37,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,benthic,0,solitary,12.6,TL,,1,6.2,4.8,4.9,5.3,4.6,5.1,5,1,0,,1,yellow head,FishBase,1,1,conspicuous,colourful,colourful,1,burrow or hover above hole,0,,FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=199&menuentry=soorten),0.01-1,more common at tip,planktivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3580),3,,elongated
Perciformes,Opistognathidae,Opistognathus macrognathus,banded jawfish,0,adult,0,0,3,LC,yes,yes,1164799,1,50,49,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,benthic,0,solitary,20,TL,,0,4.3,4.5,3.8,4.2,NA,5.7,4.9,1,1,camoflauged ,0,,FishBase,1,-1,cryptic,camouflage,camouflage,1,refuge,0,,FishBase,NA,,0-1,more common near tip,carnivore,,3.6,"Feeds on gastropods, crabs and fishes",elongated
Perciformes,Pomacanthidae,Holacanthus bermudensis,blue angelfish,0,adult,0,0,3,LC,no,yes,1643677,2,92,90,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,45,TL,,0,1.6,2.3,1.9,1.9,NA,2.2,2.1,0,0,,1,yellow fin borders,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,moves around reef during day,Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/holacanthus-bermudensis/),NA,,0.6-1,less common near coast,invertivore,,3,Feeds primarily on sponges,compressiform
Perciformes,Pomacanthidae,Holacanthus bermudensis,blue angelfish,0,juvenile,0,0,3,LC,no,yes,1643677,2,92,90,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,NA,,,0,1.6,2.3,1.9,1.9,NA,2.2,2.1,0,0,,1,white bars and yellow patches,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,moves around reef during day,Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/holacanthus-bermudensis/),NA,,0.6-1,less common near coast,invertivore,,3,Feeds primarily on sponges,compressiform
Perciformes,Pomacanthidae,Holacanthus ciliaris,queen angelfish,0,adult,0,0,3,LC,yes,no,3925275,1,70,69,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,45,TL,,0,2.2,1.6,1.5,1.8,2,2.1,2,0,0,,1,some yellow,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column; swims through reef,FishBase,common to occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=164&menuentry=soorten),0.01-1,more common near tip,invertivore,,3,"Stomach contents of 26 specimens indicate that the species feeds almost exclusively on sponges supplemented by small amounts of algae, tunicates, hydroids and bryozoans.",compressiform
Perciformes,Pomacanthidae,Holacanthus ciliaris,queen angelfish,0,juvenile,0,0,3,LC,yes,no,3925275,1,70,69,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,22,TL,FishBase,0,2.2,1.6,1.5,1.8,2,2.1,2,0,0,,1,some yellow,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column; swims through reef,FishBase,common to occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=164&menuentry=soorten),0.01-1,more common near tip,invertivore,,3,"Stomach contents of 26 specimens indicate that the species feeds almost exclusively on sponges supplemented by small amounts of algae, tunicates, hydroids and bryozoans.",compressiform
Perciformes,Pomacanthidae,Holacanthus tricolor,rock beauty,0,adult,0,0,3,LC,yes,no,3604150,3,92,89,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,35,TL,,0,2.3,1.6,2.4,2.1,2,1.9,2,0,0,,1,yellow  ,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column,FishBase,occasional to uncommon,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=166&menuentry=soorten),0.01-1,more common near tip,omnivore,,3,"Feeds on tunicates, sponges, zoantharians and algae",compressiform
Perciformes,Pomacanthidae,Holocanthus townsendi,townsend angelfish,0,adult,0,0,,,,,,,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,0,,demersal,,solitary,45,TL,both blue and queen have max length of 45,,,,,,,,,,0,,1,yellow fins,Reef Builders (https://reefbuilders.com/2018/03/07/the-first-hybrid-angelfish-holacanthus-townsendi/),1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column,,,,,,omnivore,,,,compressiform
Perciformes,Pomacanthidae,Pomacanthus arcuatus,gray angelfish,0,adult,0,0,3,LC,no,no,3559906,2,30,28,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,60,TL,,0,1.5,1.4,1.1,1.3,NA,1.7,1.5,0,0,,0,,FishBase,0,0,none,neutral pattern,neutral,0,,1,in water column; friendly towards divers,FishBase,common,Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/pomacanthus-arcuatus/),0.8-1,abundant throughout ,omnivore,,3.2,"Feed mainly on sponges, but also takes tunicates, algae, zoantharians, gorgonians, hydroids, bryozoans, and seagrasses. ",compressiform
